O Kadhal Kanmani,"O Kadhal Kanmani (English: Oh Love, Apple of my Eye), also known as OK Kanmani, is a 2015 Indian Tamil romantic drama film written, directed and produced by Mani Ratnam. The film stars Dulquer Salmaan and Nithya Menen in the lead roles, portraying a young couple in a live-in relationship in Mumbai. Prakash Raj and Leela Samson play supporting roles as an older couple in the film, portraying the younger couple's landlords. The film was said to be a ""reflection of the modern mindset of urban India"", dealing with issues such as marriage and traditional values.
The film featured music composed by A. R. Rahman, cinematography by P. C. Sreeram and editing by Sreekar Prasad. Prior to the film's release, the soundtrack was well received and the promotional activity of the film on social media, also garnered praise. O Kadhal Kanmani was released on 17 April 2015, along with its dubbed Telugu version OK Bangaram, and won positive reviews from critics, praising the lead pair's performances and the quality of the film's technical aspects. The film went on to become a financial success at the box office, performing extremely well in multiplexes in India and overseas.",https://upload.wikimedia.org/wikipedia/en/8/80/Okay_Kanmani_film_poster.jpg,17-04-2015,Mani Ratnam,Mani Ratnam,Mani Ratnam,Tamil,157,7,Romance
Naanum Rowdy Dhaan,"Naanum Rowdy Dhaan (English: I am a Rowdy, too) is a 2015 Indian Tamil-language black comedy film written and directed by Vignesh Shivan. Vijay Sethupathi and Nayanthara are in the lead roles. Produced by actor Dhanush under his banner Wunderbar Films, the film features music composed by Anirudh Ravichander. The film was shot in Puducherry and Chennai over 75 days. It was released on 21 October 2015. receiving positive reviews from critics and became a profitable venture at the box office. The film was dubbed into Telugu as ""Nennu Rowdy Ne"".",https://upload.wikimedia.org/wikipedia/en/3/39/Naanum_Rowdy_Dhaan_poster.jpg,21-10-2015,Dhanush,Vignesh Shivan,Vignesh Shivan,Tamil,159,7.8,Action
Vaaimai,"Vaaimai is a 2016 Indian Tamil language courtroom drama film written and directed by A. Senthil Kumar. Inspired by the script of Reginald Rose's Twelve Angry Men (1954), the film features Shanthnu Bhagyaraj and Muktha Bhanu in the lead roles amongst an ensemble cast. Goundamani, Thyagarajan, Ramki, Urvashi, Manoj K. Bharathi, Prithvi Pandiarajan and Poornima Bhagyaraj are also part of the cast. Though production had begun in 2013, the film released following a production delay on 8 September 2016, garnering negative reviews.",https://upload.wikimedia.org/wikipedia/en/f/f8/Vaaimai.jpg,21-10-2015,S. Mani,A. Senthil Kumar,A. Senthil Kumar,Tamil,116,9.2,Tragedy
Anegan,"Anegan (English: Multiple Single Person) is a 2015 Indian Tamil romantic thriller film directed by K. V. Anand. The film stars Dhanush, Amyra Dastur and Karthik, with Ashish Vidyarthi, Aishwarya Devan and Jagan in supporting roles. Produced by AGS Entertainment, the film features music composed by Harris Jayaraj, cinematography by Om Prakash and editing by Anthony. The visual effects were handled by V. Srinivas Mohan. The film was released on 13 February 2015, along with its Telugu dubbed version titled Anekudu.
Principal photography commenced on 2 September 2013 at Puducherry. Filming continued in Vietnam, Cambodia, Malaysia and Burma and was completed on 15 September 2014.",https://upload.wikimedia.org/wikipedia/en/8/82/Anegan_Poster.jpg,13-02-2015,Kalpathi S Aghoram,Subha,K. V. Anand,Tamil,200,6.6,Tragedy
Massu Engira Masilamani,"Massu Engira Masilamani (English: Masilamani alias Mass), also known by its former title Masss, is a 2015 Indian Tamil-language comedy horror film directed by Venkat Prabhu. and produced by K. E. Gnanavel Raja under his then-newly formed studio Aadnah Arts, it features an ensemble cast including Suriya, Nayantara, Parthiban, Samuthirakani, Premgi Amaren and Pranitha Subhash. Yuvan Shankar Raja composed the music and cinematography was handled by R. D. Rajasekhar. The film was released worldwide on 29 May 2015. A Telugu dubbed version, titled Rakshasudu, was released simultaneously in Andhra Pradesh and Telangana.",https://upload.wikimedia.org/wikipedia/en/9/9e/Masss_Film_Poster.jpg,29-05-2015,K. E. Gnanavel Raja,Venkat Prabhu,Venkat Prabhu,Tamil,170,4.3,Drama
Goli Soda,"Banta also known as Fotash Jawl in Bengali, Goli Soda (Goli = spherical object in Hindi) or Goti Soda (Goti = marble in Hindi) is a colloquial term for a carbonated lemon or orange-flavoured soft drink popular in India. Though the origin of its name isn't clear, Banta has been sold since the late 18th century, long before popular carbonated drinks arrived. The drink is often sold mixed with lemon juice, crushed ice, chaat masala and kala namak (black salt) as a carbonated variant of popular lemonades shikanjvi or jal-jeera. It is available at street-sellers known as bantawallahs at prices ranging from ?5 (7.4¢ US) - ?30 (45¢ US).
Similar to Ramune, a Japanese lemon drink, Banta is popular across North India and especially the capital Delhi. In fact, it is known as ""Delhi’s local drink"", nimbu (lemon) soda or kanchay waali drink (kancha = marble in Hindi), especially in Old Delhi and the Delhi University college campuses. In South India it is known as Goli Soda, due to the goli (marble) in neck of the bottle. The states of Tamil Nadu and Andhra Pradesh have a local variant known as panneer soda that is flavoured with rose essence.",https://upload.wikimedia.org/wikipedia/en/7/7e/Goli_Soda_Poster.jpg,24-01-2014,N. Linguswamy,Pandiraj,Vijay Milton,Tamil,190,6.9,Romance
Kaththi,"Kaththi (English: The Knife) is a 2014 Indian Tamil action drama film written and directed by AR Murugadoss. The film stars Vijay in dual roles while Samantha Ruth Prabhu, Neil Nitin Mukesh, Tota Roy Chowdhury and Sathish play supporting roles. Anirudh Ravichander composed the film's soundtrack and score. Cinematography was done by George C. Williams and the film was edited by A. Sreekar Prasad. Lyca Productions and Ayngaran International bankrolled the venture and Eros International purchased the theatrical and audio rights for the film. The story revolves around the tale of Kathiresan and Jeevanantham who are lookalikes and focuses on the issue of farmers committing suicide due to corporate encroachment. The film, which commenced filming in January 2014 in Kolkata, was released on 22 October 2014 worldwide, coinciding with the festival of Deepavali. Upon release, the film opened to mostly positive reviews from critics and was the highest grossing Tamil film of 2014.",https://upload.wikimedia.org/wikipedia/en/9/90/Kaththi_poster.jpg,22-10-2014,K. Karunamoorthi,AR Murugadoss,AR Murugadoss,Tamil,156,6.6,Drama
Jigarthanda,"Jigarthanda (English: Cold Heart) is a 2014 Indian Tamil black comedy-musical gangster film written and directed by Karthik Subbaraj. Produced by Kathiresan's Group Company, it features Siddharth, Bobby Simha and Lakshmi Menon in the lead, while the supporting cast includes Nassar, Ambika, Karunakaran and Sangili Murugan. Gavemic U Ary was the film's cinematographer, making his debut in Tamil cinema, and Vivek Harshan was the film's editor. Santhosh Narayanan composed the songs and background score. The film was produced under Kathiresan's production banner, Group company. It also won two National Film Awards for Best Supporting Actor (Bobby Simha) and Best Editing (Vivek Harshan).
The plot revolves around Karthik (Siddharth), an assistant director who is thrown out of a reality new filmmakers show, as his short film was disappointing. Heartbroken, Karthik has the support of one of the judges (Aadukalam Naren) who believes he has the stuff to be a great director and is willing to back him if he does a script on a real life gangster.",https://upload.wikimedia.org/wikipedia/en/5/53/Jigarthanda_poster.jpg,01-08-2014,Kathiresan,Karthik Subbaraj,Karthik Subbaraj,Tamil,147,7.9,Comedy
Velaiilla Pattadhari,"Velaiilla Pattadhari (English: Unemployed Graduate), popularly referred to as VIP, is a 2014 Indian Tamil-language masala film written, directed and filmed by Velraj, in his directorial debut. The film features Dhanush, Amala Paul in the lead roles, while Vivek, Saranya Ponvannan, Samuthirakani and Surabhi play supporting roles.
Dhanush, besides acting, producing and distributing the venture in association with Escape Artists Motion Pictures, also worked as the lyricist and album producer on the film's original soundtrack with composer Anirudh Ravichander, who also composed the film's background score. The film focuses on Raghuvaran, a graduate who is unemployed for four years, and how he gets a job, whilst successfully overcoming various obstacles before and after finding employment.
Principal photography commenced in August 2013 and was completed by May 2014, with the film being shot primarily in Chennai. The film was released on 18 July 2014, and received positive critical reception. The film grossed ? 190.8 million on its opening weekend and earned a worldwide collection ? 530 million during its lifetime run. The film was dubbed into Telugu as Raghuvaran B.Tech, which was released on 1 January 2015.",https://upload.wikimedia.org/wikipedia/en/b/bb/VIP_movie_poster.jpg,10-01-2014,Dhanush,Velraj,Velraj,Tamil,157,9.6,Romance
Veeram,"Veeram (English: Valour) is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions. The film features Ajith Kumar in the lead role, while an ensemble supporting cast includes Tamannaah, Vidharth, Bala, Santhanam, Nassar, Pradeep Rawat and Abhinaya, among others. Pre-production works had been ongoing since December 2011, with shooting starting in April 2013. The film was released on 10 January 2014. The film received positive reviews from critics.",https://upload.wikimedia.org/wikipedia/en/a/a0/Veeram_poster.jpg,10-01-2014,Bharathi Reddy,Siva,Siva,Tamil,148,9.8,Tragedy
Kochadaiiyaan,"Kochadaiiyaan (English: The king with a long, curly mane) is a 2014 Indian Tamil historical fiction epic film written by K. S. Ravikumar and directed by Soundarya R. Ashwin. It is India's first photorealistic motion capture film, featuring characters whose designs were based on the appearance and likeness of their respective actors. Rajinikanth, also Soundarya's father, enacted and voiced the two lead roles, and one surprise role in the film's final act. Deepika Padukone and Malayalam actress Shobana performed the female leads, whilst Aadhi and Jackie Shroff performed supporting characters. In addition to performing, R. Sarathkumar, Nassar and Rukmini Vijayakumar had also voiced their respective characters. The narrative follows the quest of an 8th-century warrior who seeks revenge after witnessing the unlawful punishment administered to his father, a good-hearted warrior in his kingdom, by the jealous ruler.
The film was the result of a complex development process, starting with the director's idea of directing and co-producing Sultan: The Warrior with Eros International in 2007, which was to feature Rajinikanth as a computer animated character. After cancelling the project due to lack of financial support, Soundarya and Eros turned their attention to producing Rana, which was to be a live-action historical fiction film directed by Ravikumar starring Rajinikanth and Padukone.",https://upload.wikimedia.org/wikipedia/en/9/98/Kochadaiiyaan.jpg,23-05-2014,"
",K. S. Ravikumar,Soundarya R. Ashwin,Tamil,186,8.4,Action
Pannaiyarum Padminiyum,"Pannaiyarum Padminiyum (English: The Landlord and Padmini) is a 2014 Indian Tamil comedy-drama film based on the same-titled short film directed by debutant S. U. Arun Kumar of Naalaya Iyakunar fame. It features Vijay Sethupathi and Jayaprakash in the lead roles, with Thulasi, Aishwarya Rajesh and Bala Saravanan in supporting roles. Sneha and Attakathi Dinesh appear in brief guest roles. Music for the film was composed by debutant Justin Prabhakaran and editing by A. Sreekar Prasad while the cinematography is by Gokul Binoy.
The film revolves around an old man and his love for his vintage car Premier Padmini. The film began production in January 2013 and released on 7 February 2014 to critical acclaim and positive reviews.",https://upload.wikimedia.org/wikipedia/en/b/bf/Pannaiyarum_Padminiyum.jpg,07-02-2014,M. R. Ganesh,,S. U. Arun Kumar,Tamil,163,8.2,Tragedy
Sathuranga Vettai,"Sathuranga Vettai (English: Chess Hunt/Gambit hunt) is a 2014 Tamil black comedy-heist film written and directed by debutant H. Vinoth, starring Natarajan Subramaniam and Ishaara Nair. Produced by Manobala, it features music by Sean Roldan and cinematography by K. G. Venkatesh. The film, touted to be an ""indianized con movie"", was released by Thiruppathi Brothers Film Media on 18 July 2014 and received positive reviews from critics.",https://upload.wikimedia.org/wikipedia/en/2/23/Sathuranga_Vettai_poster.jpg,18-07-2014,Manobala,H. Vinoth,H. Vinoth,Tamil,99,9,Romance
Yaamirukka Bayamey,"Yaamirukka Bayamey is a 2014 Indian Tamil horror comedy film written and directed by debutant Deekay and produced by Elred Kumar. The cast includes Kreshna, Rupa Manjari, Karuna, Oviya and Anaswara Kumar. 15 technicians were introduced in the film, which started shooting in Nainital in October. Previously titled as Illa Aanalum Irukku, the film released on 9 May 2014  and received positive reviews. The film was later remade into Kannada as Namo Boothatma. Yaamirukka Bayamey is based on the 1998 Korean film The Quiet Family.",https://upload.wikimedia.org/wikipedia/en/9/9b/Yaamirukka_Bayamey.jpg,09-05-2014,Elred Kumar,Deekay,Deekay,Tamil,134,7.1,Action
Aranmanai,"Aranmanai (English: Palace) is an Indian Tamil horror comedy film co-written and directed by Sundar C. The film features an ensemble cast including Sundar C. Vinay Rai, Santhanam, Hansika Motwani, Andrea Jeremiah, Raai Laxmi, Nithin Sathya, Kovai Sarala and Manobala. The film began production by the end of September 2013 and released on 19 September 2014 to highly positive reviews.",https://upload.wikimedia.org/wikipedia/en/c/c6/Aranmanai_Poster.jpg,19-09-2014,D. Dinesh Karthik,Venkat Raghavan,Sundar C.,Tamil,145,8.4,Romance
Meaghamann,"Meaghamann (English: Captain of the Ship) is 2014 Tamil action drama film written and directed by Magizh Thirumeni and produced by Hitesh Jabak. The film features Arya and Hansika Motwani in the lead roles, while S Thaman composed the film's music.",https://upload.wikimedia.org/wikipedia/en/c/c8/Meagamann.jpg,21-11-2014,Nemichand Jhabak,Magizh Thirumeni,Magizh Thirumeni,Tamil,138,9.1,Romance
Naaigal Jaakirathai,"Naaigal Jaakirathai (English: Beware of Dogs) is a 2014 Indian Tamil comedy thriller film, written and directed by Shakti Soundar Rajan featuring Sibiraj and a Belgian Shepherd dog named Idoh in the lead, which is an Indian adaptation of the Hollywood comedy-crime film, Turner & Hooch. The movie was dubbed in Hindi as POLICE AUR TIGER.The film was produced by Sibiraj's father Sathyaraj under the banner Nathambal Film Factory, which had earlier produced Lee. While the music was composed by Dharan Kumar, cinematography was handled by Nizar Shifi and edited by Praveen K. L. Naaigal Jaakirathai received positive reviews from critics, and was one of the most profitable ventures of 2014.",https://upload.wikimedia.org/wikipedia/en/4/43/Naaigal_Jaakirathai.jpg,21-11-2014,Sathyaraj,Shakti Soundar Rajan,Shakti Soundar Rajan,Tamil,144,7.8,Comedy
Vishwaroopam,"Vishwaroopam (titled Vishwaroop in Hindi) is a 2013 Indian spy thriller film written, directed and co-produced by Kamal Haasan, who also enacts the lead role. The film has Rahul Bose, Shekhar Kapur, Pooja Kumar, Andrea Jeremiah and Jaideep Ahlawat in supporting roles. Produced simultaneously as a bilingual in Tamil and Hindi and dubbed into Telugu language as Viswaroopam, the film features a soundtrack composed by Shankar-Ehsaan-Loy, with lyrics produced by Vairamuthu and Haasan himself, while Javed Akhtar translated them for the Hindi version.
Development of the project began after the release of Haasan's Manmadhan Ambu (2010) when several of the crew were brought in from the United States to lend their technical expertise. The direction was taken over by Haasan from Selvaraghavan and reports indicating a comparison with several English films surfaced during the production. The first teaser was revealed in April 2012 and first theatrical trailer was revealed in June 2012 – the Tamil version attracted 682,000 views, Telugu version 20,000 views on YouTube. Vishwaroopam is the first Indian film to utilize the new Auro 3D sound technology. The film was also to be the first Indian film to release via direct-broadcast satellite, also known as direct-to-home (DTH), but after protests of theatre owners this plan was dropped.",https://upload.wikimedia.org/wikipedia/en/f/f1/Vishwaroopam_poster.jpg,10-05-2013,"
",Kamal Haasan,Kamal Haasan,"
",125,9.4,Romance
Pandiya Naadu,"Pandiya Naadu (English: Land of the Pandyans) is a 2013 Indian Tamil thriller-drama film written and directed by Suseenthiran and produced by Vishal. The film features Vishal, Vikranth and Lakshmi Menon in the lead roles, while Bharathiraja and Soori play other pivotal roles. The film has music composed by D. Imman. The film received positive reviews and was successful at the box office. It was dubbed in Hindi as Shiva Ka Badla and in Telugu as Palnadu. The film is being remade in Kannada as Rudra Tandava with Chiranjeevi Sarja.",https://upload.wikimedia.org/wikipedia/en/0/0a/Pandianadu.jpeg,02-11-2013,Vishal,Suseenthiran,Suseenthiran,Tamil,91,7.5,Romance
Soodhu Kavvum,Soodhu Kavvum (English: Evil Engulfs) is a 2013 Tamil black comedy crime film directed by Nalan Kumarasamy. It features Vijay Sethupathi and Sanchita Shetty in the lead roles. The film was released on 1 May. The film's main concept is about how silly talk has engulfed people's day-to-day life and modern society. The film received positive reviews from critics and become a commercial success.,https://upload.wikimedia.org/wikipedia/en/9/93/Soodhu_kavvum.jpg,01-05-2013,C V Kumar,,Nalan Kumarasamy,Tamil,190,7.3,Comedy
Arrambam,"Arrambam (English: Beginning) is a 2013 Indian Tamil thriller drama film directed by Vishnuvardhan. Produced by A. Raghuram and co-written by Subha, the film features Ajith Kumar, Arya, Nayantara and Taapsee Pannu in lead roles. While the score and soundtrack of the film were composed by Yuvan Shankar Raja, the cinematography was handled by Om Prakash and editing by A. Sreekar Prasad.
Following pre-production works for six months and the official announcement of the project in May 2012, filming commenced in June 2012 and was held for the next 15 months. The majority of filming took place in Mumbai, where the story unfolds, while other shooting locations include Chennai, Bangalore, Dubai, Hyderabad, Mahabaleshwar, Jaisalmer, Leh and Ladakh. The film was not titled until it entered post-production and was mostly referred to as Thala 53 or Valai, a supposed working title. The film was released on 31 October 2013 and emerged a box-office success.",https://upload.wikimedia.org/wikipedia/en/5/55/Arrambam.jpg,31-10-2013,A. M. Rathnam,"
",Vishnuvardhan,,108,8.8,Action
Neram,"Neram (English: Time) is a 2013 Indian bilingual black comedy-thriller film, written, directed and edited by Alphonse Putharen in his directorial debut. Simultaneously made in the Malayalam and Tamil languages, it stars Nivin Pauly, Nazriya Nazim and Bobby Simha in both versions. Supporting roles were played by Manoj K. Jayan, Shammi Thilakan, and Lalu Alex in Malayalam and Nassar, Thambi Ramiah, John Vijay and Shabareesh Varma portrayed the characters in Tamil. The whole film is set within one day in Chennai. The music was scored by debutant Rajesh Murugesan while Anand C. Chandran handled the cinematography. The Malayalam version released on 10 May 2013, while the Tamil version released on 17 May. The film's both versions received positive reviews upon release. The film was a commercial success at the box-office.",https://upload.wikimedia.org/wikipedia/en/c/cd/Neram_poster_for_Malayalam_and_Tamil.jpg,17-05-2013,Koral Viswanathan,Alphonse Putharen,Alphonse Putharen,Malayalam,134,7.7,Romance
Aadhalal Kadhal Seiveer,"Aadhalal Kadhal Seiveer (English: Therefore, Go Ahead and Love, Tamil: ?????? ????? ????????) is a 2013 Indian Tamil romantic drama film directed by Suseenthiran. It features debutant Santhosh Ramesh (Singanamala Ramesh's second son) and Manisha Yadav of Vazhakku Enn 18/9 fame in the lead roles. It is produced by Nallu Studios and music by Yuvan Shankar Raja. Cinematography is by Soorya.A.R, editing by Antony, stunts by Anal Arasu, lyrics by Vaali and Yugabharathi. The film released with highly positive reviews. The film was declared ""Hit"" at the boxoffice.",https://upload.wikimedia.org/wikipedia/en/b/b7/Aadhalal_Kadhal_Seiveer.jpg,15-08-2013,Thai Saravanan,Clinton,Suseenthiran,Tamil,127,7.7,Action
Kedi Billa Killadi Ranga,"Kedi Billa Killadi Ranga is a 2013 Tamil coming-of-age comedy film written, directed and co-produced by Pandiraj. It features Vimal and Sivakarthikeyan in lead roles, alongside Bindu Madhavi and Regina Cassandra. Yuvan Shankar Raja composed the soundtrack. The film released on 29 March 2013 and received very high positive responses from critics as well as audiences. It successfully completed 100 days in many theatres in Tamil Nadu. The film was remade in Kannada as Katte with Nagashekhar and Chandan.",https://upload.wikimedia.org/wikipedia/en/7/70/Kedi-Billa-Killadi-Ranga1.jpg,29-03-2013,Pandiraj,,Pandiraj,Tamil,190,8.9,Comedy
Thalaivaa,"Thalaivaa (English: Leader) is a 2013 Indian Tamil-language crime-drama film written and directed by A. L. Vijay. It stars Vijay, Amala Paul and Abhimanyu Singh, with Sathyaraj and Santhanam in supporting roles. The film, produced by Chandraprakash Jain, features background score and soundtrack composed by G. V. Prakash Kumar with cinematography and editing handled by Nirav Shah and Anthony respectively. The story revolves around a dancer who takes over his father's duty as a crime boss after his death.
The film, which commenced production in November 2012 in Mumbai, was released on 8 August 2013. The film was also released in Telugu under the title Anna in Andhra Pradesh. The film has also been dubbed into Hindi as Thalaivaa — The Leader by Goldmines Telefilms.",https://upload.wikimedia.org/wikipedia/en/d/d5/Thalaivaa_film_official_poster.jpg,08-08-2013,S. Chandraprakash Jain,A. L. Vijay,A. L. Vijay,Tamil,179,7.3,Drama
Thanga Meenkal,"Thanga Meenkal (English: Gold Fish) is a 2013 Indian Tamil coming-of-age drama film co written and directed by Ram and story written by Ram and his daughter Shri Sankara Gomathy Ram, directing his second film after Kattradhu Thamizh. Ram, besides, played the lead role as well alongside newcomers Sadhana and Shelly Kishore. A joint production of Gautham Menon's Photon Kathaas and R. S. Infotainment, the film features score and soundtrack composed by Yuvan Shankar Raja. The film's shooting commenced in mid-January 2011 and was completed by late 2011. Thanga Meenkal released on 30 August 2013.
The film opened to positive reviews from critics, but was declared as an average grosser by box office analysts. It won three prizes at the 61st National Film Awards including Best Tamil film award. It was the only Tamil film to be screened at Indian Panorama in International Film Festival of India, IFFI, Goa, 2013.",https://upload.wikimedia.org/wikipedia/en/f/fb/Thanga_meenkal.jpg,30-08-2013,Gautham Menon,Ram,Ram,Tamil,136,7.7,Action
Moodar Koodam,"Moodar Koodam (English: Fools Gathering) is a 2013 Tamil musical black comedy film written, produced and directed by debutante director Naveen. The film stars the director himself alongside newcomers Sendrayan, Rajaji and Kuberan. Oviya, Anupama Kumar and Jayaprakash play other pivotal roles. The film was produced by director Naveen himself under the ""White Shadows Productions"" banner with Pandiraj releasing the movie through his Pasanga Productions. The music is by Natarajan Sankaran. This film received positive reviews.",https://upload.wikimedia.org/wikipedia/en/e/ee/Moodar_Koodam.jpg,01-08-2013,Naveen,Naveen,Naveen,Tamil,114,8.7,Drama
